country,date,case_age_00_19,case_age_20_39,case_age_40_59,case_age_60over,case_total,mask_age_00_19,mask_age_20_39,mask_age_40_59,mask_age_60over,mask_overall
AUS,2020/2/1,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/2,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/3,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/4,1,1,0,0,2,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/5,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/6,0,1,0,0,1,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/7,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/8,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/9,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/10,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/11,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/12,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/13,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/14,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/15,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/16,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/17,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/18,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/19,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/20,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/21,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/22,0,1,2,1,4,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/23,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/24,0,0,1,0,1,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/25,0,0,0,1,1,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/26,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/27,0,0,0,0,0,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/28,0,0,0,1,1,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/2/29,0,0,0,1,1,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/1,0,1,0,1,2,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/2,0,2,0,0,2,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/3,0,1,0,0,1,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/4,0,1,0,1,2,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/5,0,1,0,0,1,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/6,0,1,0,1,2,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/7,0,0,1,0,1,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/8,0,0,2,1,3,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/9,1,8,7,3,19,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/10,0,2,7,3,12,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/11,2,9,11,8,30,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/12,0,17,12,5,34,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/13,0,22,17,12,51,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/14,3,17,12,10,42,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/15,2,23,19,9,53,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/16,2,29,26,14,71,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/17,3,61,48,23,135,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/18,0,39,39,18,96,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/19,9,46,39,32,126,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/20,8,84,56,43,191,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/21,4,77,74,71,226,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/22,8,73,81,90,252,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/23,10,91,76,113,290,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/24,8,126,94,93,321,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/25,8,121,84,110,323,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/26,8,124,94,78,304,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/27,22,146,90,123,381,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/28,13,104,81,70,268,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/29,9,91,55,56,211,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/30,9,97,54,46,206,0.266077121,0.357054642,0.239251441,0.161875115,0.2609713
AUS,2020/3/31,11,87,61,66,225,0.252785266,0.345356233,0.233374899,0.163742372,0.255333437
AUS,2020/4/1,13,93,57,57,220,0.239493411,0.333657824,0.227498356,0.165609629,0.249695573
AUS,2020/4/2,13,68,49,47,177,0.226201556,0.321959415,0.221621814,0.167476886,0.24405771
AUS,2020/4/3,13,67,27,49,156,0.212909701,0.310261006,0.215745272,0.169344144,0.238419847
AUS,2020/4/4,3,41,42,26,112,0.199617846,0.298562597,0.20986873,0.171211401,0.232781984
AUS,2020/4/5,7,31,27,33,98,0.186325991,0.286864188,0.203992187,0.173078658,0.22714412
AUS,2020/4/6,5,34,21,19,79,0.173034136,0.275165779,0.198115645,0.174945915,0.221506257
AUS,2020/4/7,4,27,22,27,80,0.19977995,0.283455496,0.194985358,0.16959243,0.222379267
AUS,2020/4/8,5,22,23,17,67,0.226525763,0.291745212,0.19185507,0.164238945,0.223252278
AUS,2020/4/9,1,25,11,24,61,0.253271577,0.300034929,0.188724783,0.15888546,0.224125288
AUS,2020/4/10,5,23,14,26,68,0.28001739,0.308324646,0.185594496,0.153531974,0.224998298
AUS,2020/4/11,0,13,5,11,29,0.306763204,0.316614363,0.182464209,0.148178489,0.225871308
AUS,2020/4/12,4,6,5,9,24,0.333509017,0.324904079,0.179333921,0.142825004,0.226744319
AUS,2020/4/13,1,5,2,12,20,0.360254831,0.333193796,0.176203634,0.137471519,0.227617329
AUS,2020/4/14,1,10,9,9,29,0.343713503,0.340758945,0.184494999,0.139331736,0.233258656
AUS,2020/4/15,2,7,7,19,35,0.327172175,0.348324094,0.192786363,0.141191952,0.238899982
AUS,2020/4/16,2,12,5,16,35,0.310630847,0.355889243,0.201077728,0.143052169,0.244541309
AUS,2020/4/17,0,8,13,11,32,0.294089519,0.363454392,0.209369093,0.144912385,0.250182636
AUS,2020/4/18,1,11,7,15,34,0.277548191,0.371019541,0.217660458,0.146772602,0.255823963
AUS,2020/4/19,1,1,2,4,8,0.261006863,0.37858469,0.225951822,0.148632818,0.261465289
AUS,2020/4/20,1,4,3,2,10,0.244465535,0.386149839,0.234243187,0.150493035,0.267106616
AUS,2020/4/21,0,0,4,3,7,0.241322169,0.381577168,0.238720713,0.150140616,0.266674936
AUS,2020/4/22,0,1,2,3,6,0.238178804,0.377004496,0.243198238,0.149788197,0.266243256
AUS,2020/4/23,2,3,4,4,13,0.235035438,0.372431825,0.247675764,0.149435778,0.265811576
AUS,2020/4/24,0,2,5,14,21,0.231892072,0.367859154,0.25215329,0.149083359,0.265379896
AUS,2020/4/25,0,3,3,2,8,0.228748706,0.363286483,0.256630816,0.14873094,0.264948216
AUS,2020/4/26,0,1,1,2,4,0.225605341,0.358713811,0.261108341,0.148378521,0.264516536
AUS,2020/4/27,2,1,4,2,9,0.222461975,0.35414114,0.265585867,0.148026102,0.264084856
AUS,2020/4/28,3,5,4,1,13,0.230002874,0.352519938,0.252450792,0.149226507,0.260211219
AUS,2020/4/29,0,5,1,4,10,0.237543774,0.350898736,0.239315717,0.150426912,0.256337582
AUS,2020/4/30,2,4,5,9,20,0.245084673,0.349277534,0.226180642,0.151627317,0.252463945
AUS,2020/5/1,0,6,1,8,15,0.252625572,0.347656331,0.213045566,0.152827721,0.248590309
AUS,2020/5/2,1,6,6,3,16,0.260166471,0.346035129,0.199910491,0.154028126,0.244716672
AUS,2020/5/3,3,11,7,3,24,0.267707371,0.344413927,0.186775416,0.155228531,0.240843035
AUS,2020/5/4,0,10,6,5,21,0.27524827,0.342792725,0.173640341,0.156428936,0.236969398
AUS,2020/5/5,2,12,4,4,22,0.285790267,0.340851137,0.178425183,0.153807035,0.237080529
AUS,2020/5/6,1,10,6,1,18,0.296332264,0.338909548,0.183210024,0.151185135,0.237191659
AUS,2020/5/7,4,4,4,4,16,0.306874261,0.33696796,0.187994866,0.148563234,0.23730279
AUS,2020/5/8,2,4,5,6,17,0.317416257,0.335026371,0.192779707,0.145941334,0.23741392
AUS,2020/5/9,0,2,4,4,10,0.327958254,0.333084783,0.197564549,0.143319433,0.237525051
AUS,2020/5/10,2,2,2,1,7,0.338500251,0.331143194,0.20234939,0.140697533,0.237636181
AUS,2020/5/11,1,6,10,6,23,0.349042248,0.329201606,0.207134232,0.138075632,0.237747312
AUS,2020/5/12,5,4,0,2,11,0.338257762,0.330318389,0.206459543,0.137368303,0.237343601
AUS,2020/5/13,3,7,1,1,12,0.327473276,0.331435173,0.205784854,0.136660973,0.23693989
AUS,2020/5/14,4,11,6,2,23,0.31668879,0.332551956,0.205110165,0.135953644,0.23653618
AUS,2020/5/15,5,3,6,1,15,0.305904303,0.33366874,0.204435476,0.135246315,0.236132469
AUS,2020/5/16,1,5,1,0,7,0.295119817,0.334785523,0.203760787,0.134538985,0.235728758
AUS,2020/5/17,1,2,6,3,12,0.284335331,0.335902307,0.203086098,0.133831656,0.235325047
AUS,2020/5/18,5,0,0,3,8,0.273550845,0.33701909,0.202411409,0.133124327,0.234921336
AUS,2020/5/19,0,5,3,1,9,0.262766359,0.338135874,0.20173672,0.132416997,0.234517626
AUS,2020/5/20,1,3,0,2,6,0.251981873,0.339252657,0.201062031,0.131709668,0.234113915
AUS,2020/5/21,1,3,6,1,11,0.241197387,0.340369441,0.200387342,0.131002339,0.233710204
AUS,2020/5/22,0,7,3,2,12,0.2304129,0.341486224,0.199712652,0.130295009,0.233306493
AUS,2020/5/23,0,2,1,0,3,0.219628414,0.342603008,0.199037963,0.12958768,0.232902782
AUS,2020/5/24,0,4,0,1,5,0.208843928,0.343719791,0.198363274,0.128880351,0.232499071
AUS,2020/5/25,0,1,3,2,6,0.198059442,0.344836575,0.197688585,0.128173021,0.232095361
AUS,2020/5/26,1,4,4,2,11,0.187274956,0.345953358,0.197013896,0.127465692,0.23169165
AUS,2020/5/27,6,5,4,0,15,0.17649047,0.347070142,0.196339207,0.126758363,0.231287939
AUS,2020/5/28,3,4,2,1,10,0.165705984,0.348186925,0.195664518,0.126051033,0.230884228
AUS,2020/5/29,2,7,0,0,9,0.154921497,0.349303709,0.194989829,0.125343704,0.230480517
AUS,2020/5/30,4,3,2,3,12,0.144137011,0.350420492,0.19431514,0.124636375,0.230076807
AUS,2020/5/31,3,4,0,0,7,0.133352525,0.351537276,0.193640451,0.123929045,0.229673096
AUS,2020/6/1,2,6,3,0,11,0.122568039,0.352654059,0.192965762,0.123221716,0.229269385
AUS,2020/6/2,1,6,3,0,10,0.135918276,0.354980783,0.195050614,0.125157689,0.232637775
AUS,2020/6/3,0,6,4,0,10,0.149268514,0.357307508,0.197135466,0.127093663,0.236006165
AUS,2020/6/4,1,2,1,2,6,0.162618751,0.359634232,0.199220318,0.129029636,0.239374555
AUS,2020/6/5,1,3,0,1,5,0.175968989,0.361960957,0.20130517,0.13096561,0.242742944
AUS,2020/6/6,3,4,0,0,7,0.189319226,0.364287681,0.203390022,0.132901583,0.246111334
AUS,2020/6/7,2,6,2,1,11,0.202669464,0.366614406,0.205474874,0.134837557,0.249479724
AUS,2020/6/8,0,6,0,0,6,0.216019701,0.36894113,0.207559726,0.13677353,0.252848114
AUS,2020/6/9,0,4,1,1,6,0.211275474,0.364555741,0.203706296,0.133210199,0.248529613
AUS,2020/6/10,5,9,1,0,15,0.206531248,0.360170353,0.199852865,0.129646868,0.244211112
AUS,2020/6/11,1,4,2,0,7,0.201787021,0.355784964,0.195999435,0.126083536,0.23989261
AUS,2020/6/12,8,4,3,0,15,0.197042794,0.351399575,0.192146004,0.122520205,0.235574109
AUS,2020/6/13,2,3,3,3,11,0.192298567,0.347014187,0.188292574,0.118956874,0.231255608
AUS,2020/6/14,5,7,2,0,14,0.187554341,0.342628798,0.184439143,0.115393543,0.226937107
AUS,2020/6/15,3,6,9,1,19,0.182810114,0.33824341,0.180585713,0.111830212,0.222618606
AUS,2020/6/16,3,15,5,1,24,0.178065887,0.333858021,0.176732283,0.10826688,0.218300104
AUS,2020/6/17,3,11,5,5,24,0.173321661,0.329472632,0.172878852,0.104703549,0.213981603
AUS,2020/6/18,2,7,9,0,18,0.168577434,0.325087244,0.169025422,0.101140218,0.209663102
AUS,2020/6/19,8,17,4,6,35,0.163833207,0.320701855,0.165171991,0.097576887,0.205344601
AUS,2020/6/20,4,12,3,1,20,0.15908898,0.316316466,0.161318561,0.094013555,0.201026099
AUS,2020/6/21,4,12,0,3,19,0.154344754,0.311931078,0.15746513,0.090450224,0.196707598
AUS,2020/6/22,5,15,8,0,28,0.149600527,0.307545689,0.1536117,0.086886893,0.192389097
AUS,2020/6/23,7,11,5,1,24,0.146792282,0.309938201,0.159272551,0.089561231,0.195768105
AUS,2020/6/24,6,18,12,3,39,0.143984038,0.312330712,0.164933401,0.092235568,0.199147112
AUS,2020/6/25,6,19,9,3,37,0.141175793,0.314723224,0.170594252,0.094909906,0.20252612
AUS,2020/6/26,14,20,14,4,52,0.138367549,0.317115736,0.176255103,0.097584244,0.205905128
AUS,2020/6/27,9,27,15,4,55,0.135559304,0.319508247,0.181915954,0.100258582,0.209284136
AUS,2020/6/28,15,38,19,10,82,0.13275106,0.321900759,0.187576804,0.102932919,0.212663143
AUS,2020/6/29,8,35,19,5,67,0.129942815,0.324293271,0.193237655,0.105607257,0.216042151
AUS,2020/6/30,18,33,26,12,89,0.12713457,0.326685782,0.198898506,0.108281595,0.219421159
AUS,2020/7/1,25,29,21,7,82,0.124326326,0.329078294,0.204559356,0.110955932,0.222800166
AUS,2020/7/2,15,37,11,6,69,0.121518081,0.331470805,0.210220207,0.11363027,0.226179174
AUS,2020/7/3,46,29,16,12,103,0.118709837,0.333863317,0.215881058,0.116304608,0.229558182
AUS,2020/7/4,20,30,24,9,83,0.115901592,0.336255829,0.221541909,0.118978946,0.23293719
AUS,2020/7/5,37,43,25,10,115,0.113093348,0.33864834,0.227202759,0.121653283,0.236316197
AUS,2020/7/6,48,75,36,19,178,0.110285103,0.341040852,0.23286361,0.124327621,0.239695205
AUS,2020/7/7,25,64,27,15,131,0.135732831,0.348569697,0.236240421,0.125010971,0.244559055
AUS,2020/7/8,30,80,32,15,157,0.161180559,0.356098543,0.239617232,0.125694322,0.249422904
AUS,2020/7/9,44,62,39,12,157,0.186628288,0.363627388,0.242994042,0.126377672,0.254286754
AUS,2020/7/10,65,119,98,27,309,0.212076016,0.371156234,0.246370853,0.127061023,0.259150603
AUS,2020/7/11,39,115,86,36,276,0.237523744,0.378685079,0.249747664,0.127744373,0.264014453
AUS,2020/7/12,24,87,47,24,182,0.262971472,0.386213925,0.253124475,0.128427724,0.268878302
AUS,2020/7/13,33,116,67,46,262,0.288419201,0.39374277,0.256501286,0.129111074,0.273742152
AUS,2020/7/14,24,118,62,30,234,0.313866929,0.401271615,0.259878096,0.129794424,0.278606002
AUS,2020/7/15,49,132,92,29,302,0.339314657,0.408800461,0.263254907,0.130477775,0.283469851
AUS,2020/7/16,85,135,111,66,397,0.364762385,0.416329306,0.266631718,0.131161125,0.288333701
AUS,2020/7/17,46,97,49,37,229,0.390210113,0.423858152,0.270008529,0.131844476,0.29319755
AUS,2020/7/18,57,141,93,56,347,0.415657842,0.431386997,0.273385339,0.132527826,0.2980614
AUS,2020/7/19,52,120,56,49,277,0.44110557,0.438915843,0.27676215,0.133211177,0.302925249
AUS,2020/7/20,55,146,76,86,363,0.466553298,0.446444688,0.280138961,0.133894527,0.307789099
AUS,2020/7/21,52,197,117,85,451,0.481362591,0.456185014,0.291616691,0.156849341,0.321892903
AUS,2020/7/22,70,171,86,69,396,0.496171884,0.46592534,0.303094421,0.179804156,0.335996707
AUS,2020/7/23,39,137,77,53,306,0.510981177,0.475665666,0.314572151,0.20275897,0.350100512
AUS,2020/7/24,52,161,82,52,347,0.52579047,0.485405993,0.32604988,0.225713785,0.364204316
AUS,2020/7/25,53,169,99,96,417,0.540599763,0.495146319,0.33752761,0.248668599,0.37830812
AUS,2020/7/26,67,171,111,157,506,0.555409056,0.504886645,0.34900534,0.271623414,0.392411924
AUS,2020/7/27,43,168,86,72,369,0.570218349,0.514626971,0.36048307,0.294578228,0.406515728
AUS,2020/7/28,52,105,85,48,290,0.585027642,0.524367297,0.3719608,0.317533042,0.420619533
AUS,2020/7/29,103,288,160,86,637,0.599836935,0.534107623,0.38343853,0.340487857,0.434723337
AUS,2020/7/30,81,239,131,107,558,0.614646228,0.543847949,0.39491626,0.363442671,0.448827141
AUS,2020/7/31,64,166,80,76,386,0.629455521,0.553588276,0.406393989,0.386397486,0.462930945
AUS,2020/8/1,93,267,115,137,612,0.644264814,0.563328602,0.417871719,0.4093523,0.47703475
AUS,2020/8/2,68,156,93,57,374,0.659074107,0.573068928,0.429349449,0.432307115,0.491138554
AUS,2020/8/3,67,167,75,110,419,0.6738834,0.582809254,0.440827179,0.455261929,0.505242358
AUS,2020/8/4,94,250,149,203,696,0.686063029,0.582083344,0.440831375,0.448064344,0.503162162
AUS,2020/8/5,50,184,104,120,458,0.698242657,0.581357434,0.440835571,0.440866759,0.501081966
AUS,2020/8/6,76,182,96,74,428,0.710422286,0.580631525,0.440839767,0.433669174,0.499001769
AUS,2020/8/7,94,163,97,107,461,0.722601914,0.579905615,0.440843962,0.426471589,0.496921573
AUS,2020/8/8,54,171,70,84,379,0.734781543,0.579179705,0.440848158,0.419274004,0.494841377
AUS,2020/8/9,58,151,67,38,314,0.746961171,0.578453795,0.440852354,0.412076419,0.492761181
AUS,2020/8/10,57,106,74,91,328,0.7591408,0.577727886,0.44085655,0.404878834,0.490680985
AUS,2020/8/11,82,158,89,73,402,0.771320428,0.577001976,0.440860746,0.397681248,0.488600788
AUS,2020/8/12,33,108,69,51,261,0.783500057,0.576276066,0.440864942,0.390483663,0.486520592
AUS,2020/8/13,69,158,68,72,367,0.795679685,0.575550156,0.440869138,0.383286078,0.484440396
AUS,2020/8/14,64,119,72,50,305,0.807859314,0.574824246,0.440873333,0.376088493,0.4823602
AUS,2020/8/15,36,82,66,86,270,0.820038942,0.574098337,0.440877529,0.368890908,0.480280003
AUS,2020/8/16,36,113,55,66,270,0.832218571,0.573372427,0.440881725,0.361693323,0.478199807
AUS,2020/8/17,38,95,51,40,224,0.844398199,0.572646517,0.440885921,0.354495738,0.476119611
AUS,2020/8/18,30,72,52,67,221,0.828088643,0.57130263,0.441261718,0.36066054,0.477124539
AUS,2020/8/19,31,80,55,82,248,0.811779087,0.569958744,0.441637516,0.366825343,0.478129468
AUS,2020/8/20,32,60,45,44,181,0.795469531,0.568614857,0.442013313,0.372990145,0.479134396
AUS,2020/8/21,39,60,44,44,187,0.779159974,0.56727097,0.44238911,0.379154948,0.480139324
AUS,2020/8/22,39,92,40,45,216,0.762850418,0.565927084,0.442764908,0.38531975,0.481144253
AUS,2020/8/23,21,45,32,24,122,0.746540862,0.564583197,0.443140705,0.391484553,0.482149181
AUS,2020/8/24,14,81,40,27,162,0.730231306,0.563239311,0.443516503,0.397649355,0.48315411
AUS,2020/8/25,29,58,33,33,153,0.71392175,0.561895424,0.4438923,0.403814157,0.484159038
AUS,2020/8/26,17,55,26,21,119,0.697612194,0.560551537,0.444268097,0.40997896,0.485163966
AUS,2020/8/27,14,47,30,29,120,0.681302638,0.559207651,0.444643895,0.416143762,0.486168895
AUS,2020/8/28,16,47,21,19,103,0.664993081,0.557863764,0.445019692,0.422308565,0.487173823
AUS,2020/8/29,30,43,29,14,116,0.648683525,0.556519877,0.445395489,0.428473367,0.488178751
AUS,2020/8/30,10,38,19,16,83,0.632373969,0.555175991,0.445771287,0.43463817,0.48918368
AUS,2020/8/31,14,29,13,14,70,0.616064413,0.553832104,0.446147084,0.440802972,0.490188608
AUS,2020/9/1,20,50,14,16,100,0.618785865,0.555442862,0.443710334,0.439000534,0.489508786
AUS,2020/9/2,17,42,27,34,120,0.621507318,0.557053621,0.441273584,0.437198096,0.488828964
AUS,2020/9/3,17,34,17,15,83,0.62422877,0.558664379,0.438836834,0.435395658,0.488149143
AUS,2020/9/4,15,39,18,7,79,0.626950222,0.560275137,0.436400084,0.43359322,0.487469321
AUS,2020/9/5,16,25,15,14,70,0.629671674,0.561885896,0.433963334,0.431790782,0.486789499
AUS,2020/9/6,7,21,14,6,48,0.632393127,0.563496654,0.431526584,0.429988344,0.486109677
AUS,2020/9/7,7,25,11,15,58,0.635114579,0.565107413,0.429089834,0.428185906,0.485429856
AUS,2020/9/8,16,30,16,17,79,0.637836031,0.566718171,0.426653083,0.426383467,0.484750034
AUS,2020/9/9,5,22,8,16,51,0.640557484,0.568328929,0.424216333,0.424581029,0.484070212
AUS,2020/9/10,10,19,9,9,47,0.643278936,0.569939688,0.421779583,0.422778591,0.48339039
AUS,2020/9/11,11,14,8,5,38,0.646000388,0.571550446,0.419342833,0.420976153,0.482710568
AUS,2020/9/12,15,11,9,11,46,0.64872184,0.573161204,0.416906083,0.419173715,0.482030747
AUS,2020/9/13,11,13,2,5,31,0.651443293,0.574771963,0.414469333,0.417371277,0.481350925
AUS,2020/9/14,7,16,9,13,45,0.654164745,0.576382721,0.412032583,0.415568839,0.480671103
AUS,2020/9/15,10,19,4,12,45,0.666089524,0.566109468,0.415568205,0.412388564,0.48468644
AUS,2020/9/16,8,9,3,7,27,0.678014303,0.555836214,0.419103828,0.409208289,0.488701777
AUS,2020/9/17,8,15,7,16,46,0.689939082,0.545562961,0.42263945,0.406028014,0.492717114
AUS,2020/9/18,3,18,3,2,26,0.701863861,0.535289707,0.426175073,0.402847738,0.496732451
AUS,2020/9/19,4,4,3,4,15,0.71378864,0.525016454,0.429710695,0.399667463,0.500747788
AUS,2020/9/20,5,7,2,2,16,0.725713419,0.5147432,0.433246318,0.396487188,0.504763125
AUS,2020/9/21,3,13,6,9,31,0.737638199,0.504469947,0.43678194,0.393306913,0.508778462
AUS,2020/9/22,2,11,3,1,17,0.749562978,0.51400549,0.440317562,0.390126638,0.502040484
AUS,2020/9/23,3,5,2,3,13,0.761487757,0.523541032,0.443853185,0.386946363,0.495302506
AUS,2020/9/24,4,9,9,2,24,0.773412536,0.533076575,0.447388807,0.383766088,0.488564528
AUS,2020/9/25,6,7,1,2,16,0.785337315,0.542612118,0.45092443,0.380585812,0.481826551
AUS,2020/9/26,15,8,5,4,32,0.797262094,0.552147661,0.454460052,0.377405537,0.475088573
AUS,2020/9/27,0,7,1,3,11,0.809186873,0.561683203,0.457995675,0.374225262,0.468350595
AUS,2020/9/28,0,6,6,1,13,0.821111652,0.571218746,0.461531297,0.371044987,0.461612617
AUS,2020/9/29,0,13,3,1,17,0.739766999,0.548256184,0.471151235,0.377199619,0.455282999
AUS,2020/9/30,4,7,6,2,19,0.658422347,0.525293623,0.480771172,0.383354251,0.44895338
AUS,2020/10/1,4,11,4,3,22,0.577077694,0.502331061,0.49039111,0.389508882,0.442623762
AUS,2020/10/2,4,3,8,6,21,0.495733041,0.4793685,0.500011047,0.395663514,0.436294144
AUS,2020/10/3,6,8,4,2,20,0.414388388,0.456405938,0.509630985,0.401818146,0.429964526
AUS,2020/10/4,5,2,4,0,11,0.333043736,0.433443377,0.519250922,0.407972778,0.423634907
AUS,2020/10/5,9,7,5,0,21,0.251699083,0.410480815,0.52887086,0.41412741,0.417305289
AUS,2020/10/6,2,4,4,1,11,0.283972843,0.430429789,0.508916009,0.420282041,0.424578126
AUS,2020/10/7,3,4,7,1,15,0.316246604,0.450378763,0.488961158,0.426436673,0.431850963
AUS,2020/10/8,4,9,5,2,20,0.348520364,0.470327737,0.469006307,0.432591305,0.4391238
AUS,2020/10/9,6,5,5,3,19,0.380794124,0.490276712,0.449051455,0.438745937,0.446396638
AUS,2020/10/10,5,5,6,4,20,0.413067884,0.510225686,0.429096604,0.444900568,0.453669475
AUS,2020/10/11,5,6,3,3,17,0.445341645,0.53017466,0.409141753,0.4510552,0.460942312
AUS,2020/10/12,4,7,5,1,17,0.477615405,0.550123634,0.389186902,0.457209832,0.468215149
AUS,2020/10/13,1,2,6,3,12,0.475519548,0.535146924,0.38263147,0.44792541,0.4600685
AUS,2020/10/14,3,2,3,2,10,0.47342369,0.520170214,0.376076038,0.438640987,0.45192185
AUS,2020/10/15,2,11,3,3,19,0.471327833,0.505193504,0.369520606,0.429356565,0.443775201
AUS,2020/10/16,0,6,0,0,6,0.469231976,0.490216795,0.362965173,0.420072143,0.435628552
AUS,2020/10/17,3,2,1,0,6,0.467136119,0.475240085,0.356409741,0.410787721,0.427481903
AUS,2020/10/18,4,2,2,2,10,0.465040261,0.460263375,0.349854309,0.401503298,0.419335253
AUS,2020/10/19,1,1,2,1,5,0.462944404,0.445286665,0.343298877,0.392218876,0.411188604
AUS,2020/10/20,2,5,1,0,8,0.46694907,0.468673356,0.353523758,0.377977387,0.413468187
AUS,2020/10/21,6,4,3,0,13,0.470953736,0.492060046,0.363748639,0.363735898,0.415747769
AUS,2020/10/22,1,3,1,0,5,0.474958402,0.515446737,0.37397352,0.349494409,0.418027352
AUS,2020/10/23,4,5,2,1,12,0.478963068,0.538833428,0.384198401,0.335252921,0.420306935
AUS,2020/10/24,5,4,1,0,10,0.482967734,0.562220119,0.394423282,0.321011432,0.422586518
AUS,2020/10/25,4,3,3,0,10,0.4869724,0.585606809,0.404648163,0.306769943,0.4248661
AUS,2020/10/26,1,2,1,1,5,0.490977066,0.6089935,0.414873044,0.292528454,0.427145683
AUS,2020/10/27,1,5,1,1,8,0.498273022,0.596680988,0.423668157,0.297416153,0.438717489
AUS,2020/10/28,1,3,4,1,9,0.505568979,0.584368476,0.432463271,0.302303853,0.450289294
AUS,2020/10/29,1,3,3,0,7,0.512864935,0.572055964,0.441258384,0.307191552,0.4618611
