country,date,case_age_00_19,case_age_20_39,case_age_40_59,case_age_60over,case_total
HKG,2020/9/27,1,4,1,0,6
HKG,2020/9/28,2,1,5,2,10
HKG,2020/9/29,0,3,1,0,4
HKG,2020/9/30,1,2,2,3,8
HKG,2020/10/1,1,7,2,0,10
HKG,2020/10/2,1,3,3,0,7
HKG,2020/10/3,0,4,0,0,4
HKG,2020/10/4,0,2,0,3,5
HKG,2020/10/5,0,5,3,3,11
HKG,2020/10/6,0,6,2,0,8
HKG,2020/10/7,3,5,3,0,11
HKG,2020/10/8,0,6,8,4,18
HKG,2020/10/9,0,3,4,1,8
HKG,2020/10/10,2,2,2,0,6
HKG,2020/10/11,1,2,3,1,7
HKG,2020/10/12,1,3,6,1,11
HKG,2020/10/13,1,5,1,1,8
HKG,2020/10/14,0,0,0,0,0
HKG,2020/10/15,2,5,3,2,12
HKG,2020/10/16,2,3,2,0,7
HKG,2020/10/17,2,12,3,0,17
HKG,2020/10/18,1,1,1,1,4
HKG,2020/10/19,0,8,7,0,15
HKG,2020/10/20,0,1,3,1,5
HKG,2020/10/21,0,2,3,3,8
HKG,2020/10/22,1,5,2,3,11
HKG,2020/10/23,1,1,1,1,4
HKG,2020/10/24,0,1,3,1,5
HKG,2020/10/25,1,3,2,0,6
HKG,2020/10/26,4,3,1,0,8
HKG,2020/10/27,1,4,0,0,5
HKG,2020/10/28,0,2,0,0,2
HKG,2020/10/29,0,1,2,0,3
HKG,2020/10/30,1,3,2,1,7
HKG,2020/10/31,1,1,1,0,3
HKG,2020/11/1,1,5,1,0,7
HKG,2020/11/2,1,5,0,0,6
HKG,2020/11/3,0,7,2,0,9
HKG,2020/11/4,0,2,1,0,3
HKG,2020/11/5,0,5,2,0,7
HKG,2020/11/6,1,3,2,0,6
HKG,2020/11/7,0,2,0,1,3
HKG,2020/11/8,0,5,5,0,10
HKG,2020/11/9,0,2,4,0,6
HKG,2020/11/10,1,5,3,0,9
HKG,2020/11/11,3,6,7,2,18
HKG,2020/11/12,1,7,9,6,23
HKG,2020/11/13,0,3,2,1,6
HKG,2020/11/14,0,4,2,2,8
HKG,2020/11/15,0,8,4,2,14
HKG,2020/11/16,1,3,2,2,8
HKG,2020/11/17,0,2,2,0,4
HKG,2020/11/18,3,2,2,2,9
HKG,2020/11/19,4,2,2,4,12
HKG,2020/11/20,0,10,7,9,26
HKG,2020/11/21,1,13,14,15,43
HKG,2020/11/22,1,16,21,30,68
HKG,2020/11/23,6,15,22,30,73
HKG,2020/11/24,2,12,26,40,80
HKG,2020/11/25,5,9,31,40,85
HKG,2020/11/26,3,18,28,32,81
HKG,2020/11/27,7,21,36,28,92
HKG,2020/11/28,2,19,34,29,84
HKG,2020/11/29,3,22,46,44,115
HKG,2020/11/30,9,18,27,22,76
HKG,2020/12/1,5,22,36,19,82
HKG,2020/12/2,4,34,45,20,103
HKG,2020/12/3,5,25,33,27,90
HKG,2020/12/4,6,29,42,35,112
HKG,2020/12/5,8,19,43,31,101
HKG,2020/12/6,10,15,38,32,95
HKG,2020/12/7,5,24,28,21,78
HKG,2020/12/8,11,26,30,33,100
HKG,2020/12/9,8,24,37,35,104
HKG,2020/12/10,7,35,37,33,112
HKG,2020/12/11,5,22,30,29,86
HKG,2020/12/12,10,12,28,19,69
HKG,2020/12/13,3,30,32,30,95
HKG,2020/12/14,11,16,29,26,82
HKG,2020/12/15,12,24,29,33,98
HKG,2020/12/16,9,20,36,17,82
HKG,2020/12/17,7,23,27,39,96
HKG,2020/12/18,5,15,33,17,70
HKG,2020/12/19,6,31,47,25,109
HKG,2020/12/20,8,26,26,14,74
HKG,2020/12/21,12,35,17,21,85
HKG,2020/12/22,3,25,15,20,63
HKG,2020/12/23,5,18,13,17,53
HKG,2020/12/24,11,18,25,17,71
HKG,2020/12/25,9,14,17,17,57
HKG,2020/12/26,5,15,23,16,59
HKG,2020/12/27,8,22,19,21,70
HKG,2020/12/28,9,17,19,16,61
HKG,2020/12/29,3,23,10,17,53
HKG,2020/12/30,3,15,19,17,54
HKG,2020/12/31,8,17,24,19,68
HKG,2021/1/1,3,15,10,14,42
HKG,2021/1/2,4,13,8,10,35
HKG,2021/1/3,3,16,17,5,41
HKG,2021/1/4,10,12,17,14,53
HKG,2021/1/5,3,10,8,11,32
HKG,2021/1/6,0,7,10,8,25
HKG,2021/1/7,3,8,15,7,33
HKG,2021/1/8,6,16,11,12,45
HKG,2021/1/9,7,19,17,16,59
HKG,2021/1/10,3,9,12,7,31
HKG,2021/1/11,7,14,13,7,41
HKG,2021/1/12,9,26,13,12,60
HKG,2021/1/13,4,18,14,6,42
HKG,2021/1/14,3,12,9,5,29
HKG,2021/1/15,7,14,12,5,38
HKG,2021/1/16,5,17,18,10,50
HKG,2021/1/17,7,15,26,7,55
HKG,2021/1/18,10,29,46,22,107
HKG,2021/1/19,7,14,22,13,56
HKG,2021/1/20,9,23,27,18,77
HKG,2021/1/21,15,20,15,20,70
HKG,2021/1/22,6,24,17,14,61
HKG,2021/1/23,5,29,30,17,81
HKG,2021/1/24,11,23,26,16,76
HKG,2021/1/25,7,20,23,23,73
HKG,2021/1/26,9,25,22,8,64
HKG,2021/1/27,9,22,13,16,60
HKG,2021/1/28,4,12,10,13,39
HKG,2021/1/29,7,14,17,12,50
HKG,2021/1/30,3,10,11,4,28
HKG,2021/1/31,5,21,18,9,53
HKG,2021/2/1,5,14,9,6,34
HKG,2021/2/2,7,10,5,3,25
HKG,2021/2/3,3,9,5,2,19
HKG,2021/2/4,4,8,5,5,22
HKG,2021/2/5,5,19,10,3,37
HKG,2021/2/6,5,8,4,2,19
HKG,2021/2/7,3,12,9,3,27
HKG,2021/2/8,6,10,10,6,32
HKG,2021/2/9,6,9,6,5,26
HKG,2021/2/10,1,4,8,4,17
HKG,2021/2/11,1,6,6,8,21
HKG,2021/2/12,3,11,6,4,24
HKG,2021/2/13,0,5,1,6,12
HKG,2021/2/14,0,9,1,2,12
HKG,2021/2/15,0,5,2,2,9
HKG,2021/2/16,1,5,1,1,8
HKG,2021/2/17,0,8,5,3,16
HKG,2021/2/18,2,1,4,1,8
HKG,2021/2/19,1,10,2,0,13
HKG,2021/2/20,0,6,5,4,15
HKG,2021/2/21,4,6,2,8,20
HKG,2021/2/22,1,3,7,5,16
HKG,2021/2/23,3,7,0,2,12
HKG,2021/2/24,0,5,4,8,17
HKG,2021/2/25,1,3,7,2,13
HKG,2021/2/26,3,6,12,3,24
HKG,2021/2/27,1,8,17,7,33
HKG,2021/2/28,3,12,5,2,22
HKG,2021/3/1,1,8,5,0,14
HKG,2021/3/2,1,7,1,4,13
HKG,2021/3/3,1,7,4,2,14
HKG,2021/3/4,1,4,1,3,9
HKG,2021/3/5,2,5,3,1,11
HKG,2021/3/6,1,1,5,1,8
HKG,2021/3/7,3,3,7,3,16
HKG,2021/3/8,1,5,3,0,9
HKG,2021/3/9,3,11,7,0,21
HKG,2021/3/10,0,5,2,1,8
HKG,2021/3/11,1,10,9,2,22
HKG,2021/3/12,2,36,19,3,60
HKG,2021/3/13,1,30,11,4,46
HKG,2021/3/14,2,12,5,4,23
HKG,2021/3/15,4,13,11,2,30
HKG,2021/3/16,3,8,6,1,18
HKG,2021/3/17,3,5,3,0,11
HKG,2021/3/18,1,6,3,0,10
HKG,2021/3/19,1,2,5,4,12
HKG,2021/3/20,1,2,4,1,8
HKG,2021/3/21,1,3,2,2,8
HKG,2021/3/22,0,10,7,1,18
HKG,2021/3/23,1,7,3,1,12
HKG,2021/3/24,2,4,4,0,10
HKG,2021/3/25,3,3,3,0,9
HKG,2021/3/26,1,6,4,0,11
HKG,2021/3/27,0,4,2,0,6
HKG,2021/3/28,0,1,0,0,1
HKG,2021/3/29,0,7,1,0,8
HKG,2021/3/30,0,4,3,0,7
HKG,2021/3/31,0,3,3,0,6
JPN,2020/2/1,0,1,2,0,3
JPN,2020/2/2,0,0,0,0,0
JPN,2020/2/3,0,0,0,0,0
JPN,2020/2/4,0,2,2,0,4
JPN,2020/2/5,0,0,2,0,2
JPN,2020/2/6,0,0,0,0,0
JPN,2020/2/7,0,1,0,0,1
JPN,2020/2/8,0,0,0,0,0
JPN,2020/2/9,0,0,0,0,0
JPN,2020/2/10,0,0,2,0,2
JPN,2020/2/11,0,0,1,0,1
JPN,2020/2/12,0,0,0,0,0
JPN,2020/2/13,0,1,1,2,4
JPN,2020/2/14,0,1,2,5,8
JPN,2020/2/15,0,0,6,6,12
JPN,2020/2/16,0,2,0,4,6
JPN,2020/2/17,0,0,5,2,7
JPN,2020/2/18,1,2,2,5,10
JPN,2020/2/19,0,0,3,6,9
JPN,2020/2/20,0,1,1,7,9
JPN,2020/2/21,3,4,4,5,16
JPN,2020/2/22,2,2,11,11,26
JPN,2020/2/23,0,4,1,5,10
JPN,2020/2/24,0,2,8,2,12
JPN,2020/2/25,0,2,4,9,15
JPN,2020/2/26,0,0,5,11,16
JPN,2020/2/27,2,4,10,9,25
JPN,2020/2/28,2,2,4,12,20
JPN,2020/2/29,0,3,0,5,8
JPN,2020/3/1,0,2,7,5,14
JPN,2020/3/2,0,1,8,4,13
JPN,2020/3/3,0,4,6,10,20
JPN,2020/3/4,1,6,15,14,36
JPN,2020/3/5,3,7,11,15,36
JPN,2020/3/6,1,12,16,27,56
JPN,2020/3/7,0,5,16,17,38
JPN,2020/3/8,0,6,15,16,37
JPN,2020/3/9,1,4,8,13,26
JPN,2020/3/10,0,17,23,27,67
JPN,2020/3/11,2,13,20,22,57
JPN,2020/3/12,1,9,11,23,44
JPN,2020/3/13,3,6,14,17,40
JPN,2020/3/14,1,13,19,21,54
JPN,2020/3/15,2,4,10,14,30
JPN,2020/3/16,1,2,7,9,19
JPN,2020/3/17,0,10,20,14,44
JPN,2020/3/18,1,14,15,13,43
JPN,2020/3/19,1,13,15,17,46
JPN,2020/3/20,1,12,9,23,45
JPN,2020/3/21,0,8,20,15,43
JPN,2020/3/22,1,11,16,15,43
JPN,2020/3/23,0,8,15,15,38
JPN,2020/3/24,2,24,27,27,80
JPN,2020/3/25,2,20,35,32,89
JPN,2020/3/26,4,28,33,33,98
JPN,2020/3/27,3,43,47,32,125
JPN,2020/3/28,5,65,64,69,203
JPN,2020/3/29,4,73,49,33,159
JPN,2020/3/30,7,66,41,31,145
JPN,2020/3/31,9,102,74,50,235
JPN,2020/4/1,19,109,97,50,275
JPN,2020/4/2,15,103,102,71,291
JPN,2020/4/3,9,151,112,71,343
JPN,2020/4/4,18,149,126,97,390
JPN,2020/4/5,5,125,98,69,297
JPN,2020/4/6,6,96,95,63,260
JPN,2020/4/7,17,164,182,110,473
JPN,2020/4/8,17,189,169,100,475
JPN,2020/4/9,41,204,209,177,631
JPN,2020/4/10,19,223,238,156,636
JPN,2020/4/11,30,219,259,183,691
JPN,2020/4/12,25,132,141,158,456
JPN,2020/4/13,9,104,119,80,312
JPN,2020/4/14,21,172,203,126,522
JPN,2020/4/15,25,161,206,183,575
JPN,2020/4/16,24,179,190,136,529
JPN,2020/4/17,16,176,193,175,560
JPN,2020/4/18,22,150,178,211,561
JPN,2020/4/19,12,97,114,108,331
JPN,2020/4/20,10,107,104,137,358
JPN,2020/4/21,11,130,140,122,403
JPN,2020/4/22,29,113,120,145,407
JPN,2020/4/23,21,107,127,154,409
JPN,2020/4/24,18,132,121,122,393
JPN,2020/4/25,11,77,90,117,295
JPN,2020/4/26,13,47,70,77,207
JPN,2020/4/27,11,52,53,55,171
JPN,2020/4/28,14,71,74,132,291
JPN,2020/4/29,11,62,55,84,212
JPN,2020/4/30,4,50,47,78,179
JPN,2020/5/1,8,75,56,149,288
JPN,2020/5/2,15,90,87,107,299
JPN,2020/5/3,8,56,61,60,185
JPN,2020/5/4,1,44,35,71,151
JPN,2020/5/5,5,39,30,42,116
JPN,2020/5/6,0,28,23,45,96
JPN,2020/5/7,1,21,26,36,84
JPN,2020/5/8,3,38,26,28,95
JPN,2020/5/9,4,39,28,40,111
JPN,2020/5/10,4,23,11,29,67
JPN,2020/5/11,1,10,7,16,34
JPN,2020/5/12,5,20,12,38,75
JPN,2020/5/13,6,19,21,31,77
JPN,2020/5/14,3,24,6,28,61
JPN,2020/5/15,4,17,14,25,60
JPN,2020/5/16,2,19,13,8,42
JPN,2020/5/17,1,6,5,12,24
JPN,2020/5/18,0,11,1,9,21
JPN,2020/5/19,3,11,18,13,45
JPN,2020/5/20,2,8,12,9,31
JPN,2020/5/21,3,11,8,13,35
JPN,2020/5/22,1,11,4,14,30
JPN,2020/5/23,1,9,5,8,23
JPN,2020/5/24,2,10,6,11,29
JPN,2020/5/25,3,9,6,8,26
JPN,2020/5/26,1,10,3,6,20
JPN,2020/5/27,4,15,9,17,45
JPN,2020/5/28,7,22,10,7,46
JPN,2020/5/29,8,30,20,27,85
JPN,2020/5/30,1,21,8,12,42
JPN,2020/5/31,8,9,2,6,25
JPN,2020/6/1,1,20,8,7,36
JPN,2020/6/2,2,18,8,22,50
JPN,2020/6/3,1,13,7,8,29
JPN,2020/6/4,2,26,8,18,54
JPN,2020/6/5,2,23,10,11,46
JPN,2020/6/6,1,25,7,6,39
JPN,2020/6/7,3,7,10,10,30
JPN,2020/6/8,0,15,6,4,25
JPN,2020/6/9,8,15,10,8,41
JPN,2020/6/10,2,18,6,11,37
JPN,2020/6/11,1,23,3,17,44
JPN,2020/6/12,1,37,9,6,53
JPN,2020/6/13,2,21,4,13,40
JPN,2020/6/14,9,43,8,10,70
JPN,2020/6/15,4,5,7,8,24
JPN,2020/6/16,2,31,8,7,48
JPN,2020/6/17,2,18,8,10,38
JPN,2020/6/18,3,38,10,15,66
JPN,2020/6/19,6,33,11,9,59
JPN,2020/6/20,3,45,12,3,63
JPN,2020/6/21,4,41,4,3,52
JPN,2020/6/22,3,25,11,5,44
JPN,2020/6/23,4,32,11,14,61
JPN,2020/6/24,13,52,22,12,99
JPN,2020/6/25,7,41,18,12,78
JPN,2020/6/26,4,69,16,7,96
JPN,2020/6/27,4,59,21,15,99
JPN,2020/6/28,2,68,23,10,103
JPN,2020/6/29,6,72,19,23,120
JPN,2020/6/30,17,74,34,13,138
JPN,2020/7/1,7,92,22,13,134
JPN,2020/7/2,13,118,39,25,195
JPN,2020/7/3,9,173,44,21,247
JPN,2020/7/4,15,184,41,19,259
JPN,2020/7/5,21,118,40,15,194
JPN,2020/7/6,9,114,41,15,179
JPN,2020/7/7,21,121,44,17,203
JPN,2020/7/8,21,112,45,9,187
JPN,2020/7/9,38,251,56,25,370
JPN,2020/7/10,29,269,87,39,424
JPN,2020/7/11,34,244,80,35,393
JPN,2020/7/12,51,206,64,37,358
JPN,2020/7/13,20,167,66,22,275
JPN,2020/7/14,25,207,75,30,337
JPN,2020/7/15,46,262,100,49,457
JPN,2020/7/16,51,372,121,59,603
JPN,2020/7/17,32,407,139,64,642
JPN,2020/7/18,48,368,127,73,616
JPN,2020/7/19,41,288,95,43,467
JPN,2020/7/20,21,275,119,66,481
JPN,2020/7/21,38,392,156,56,642
JPN,2020/7/22,63,500,174,83,820
JPN,2020/7/23,74,546,185,101,906
JPN,2020/7/24,73,489,155,54,771
JPN,2020/7/25,85,464,210,74,833
JPN,2020/7/26,61,449,171,89,770
JPN,2020/7/27,44,345,193,99,681
JPN,2020/7/28,59,614,292,126,1091
JPN,2020/7/29,88,725,328,157,1298
JPN,2020/7/30,90,805,275,151,1321
JPN,2020/7/31,94,1041,355,174,1664
JPN,2020/8/1,115,834,290,170,1409
JPN,2020/8/2,95,679,270,151,1195
JPN,2020/8/3,87,541,248,143,1019
JPN,2020/8/4,95,673,298,182,1248
JPN,2020/8/5,106,732,327,225,1390
JPN,2020/8/6,111,756,356,231,1454
JPN,2020/8/7,143,903,415,318,1779
JPN,2020/8/8,200,735,353,214,1502
JPN,2020/8/9,101,561,267,208,1137
JPN,2020/8/10,58,324,188,161,731
JPN,2020/8/11,90,322,208,172,792
JPN,2020/8/12,90,479,276,229,1074
JPN,2020/8/13,118,453,317,298,1186
JPN,2020/8/14,125,610,342,290,1367
JPN,2020/8/15,84,507,302,243,1136
JPN,2020/8/16,93,366,237,183,879
JPN,2020/8/17,73,277,207,155,712
JPN,2020/8/18,97,427,280,236,1040
JPN,2020/8/19,86,453,318,276,1133
JPN,2020/8/20,100,462,300,264,1126
JPN,2020/8/21,80,442,296,202,1020
JPN,2020/8/22,66,412,225,176,879
JPN,2020/8/23,57,276,182,172,687
JPN,2020/8/24,47,213,151,123,534
JPN,2020/8/25,60,299,249,141,749
JPN,2020/8/26,68,389,212,224,893
JPN,2020/8/27,88,347,202,189,826
JPN,2020/8/28,95,349,254,203,901
JPN,2020/8/29,83,318,210,189,800
JPN,2020/8/30,43,197,141,139,520
JPN,2020/8/31,48,185,116,105,454
JPN,2020/9/1,47,263,166,160,636
JPN,2020/9/2,56,249,190,159,654
JPN,2020/9/3,51,226,172,144,593
JPN,2020/9/4,52,231,176,148,607
JPN,2020/9/5,39,172,131,110,452
JPN,2020/9/6,24,108,82,69,283
JPN,2020/9/7,44,197,150,126,517
JPN,2020/9/8,44,196,149,125,514
JPN,2020/9/9,70,282,203,141,696
JPN,2020/9/10,63,253,182,127,625
JPN,2020/9/11,63,253,182,127,625
JPN,2020/9/12,44,177,128,89,438
JPN,2020/9/13,26,105,75,52,258
JPN,2020/9/14,52,208,149,104,513
JPN,2020/9/15,54,217,156,108,535
JPN,2020/9/16,53,206,152,110,521
JPN,2020/9/17,62,238,176,127,603
JPN,2020/9/18,66,253,187,136,642
JPN,2020/9/19,52,200,148,107,507
JPN,2020/9/20,34,130,96,70,330
JPN,2020/9/21,35,134,99,72,340
JPN,2020/9/22,25,96,71,52,244
JPN,2020/9/23,37,162,125,86,410
JPN,2020/9/24,45,195,151,103,494
JPN,2020/9/25,50,218,168,115,551
JPN,2020/9/26,38,164,126,86,414
JPN,2020/9/27,23,102,78,54,257
JPN,2020/9/28,41,180,139,95,455
JPN,2020/9/29,45,195,151,103,494
JPN,2020/9/30,54,255,174,128,611
JPN,2020/10/1,47,222,151,112,532
JPN,2020/10/2,49,230,157,116,552
JPN,2020/10/3,35,164,112,83,394
JPN,2020/10/4,23,111,75,56,265
JPN,2020/10/5,43,202,138,102,485
JPN,2020/10/6,44,208,142,105,499
JPN,2020/10/7,54,251,175,112,592
JPN,2020/10/8,52,241,168,107,568
JPN,2020/10/9,58,269,188,120,635
JPN,2020/10/10,38,177,123,79,417
JPN,2020/10/11,24,112,78,50,264
JPN,2020/10/12,43,199,139,89,470
JPN,2020/10/13,48,224,156,100,528
JPN,2020/10/14,65,267,203,140,675
JPN,2020/10/15,58,239,182,126,605
JPN,2020/10/16,56,231,176,121,584
JPN,2020/10/17,39,160,122,84,405
JPN,2020/10/18,28,116,88,61,293
JPN,2020/10/19,44,180,137,94,455
JPN,2020/10/20,57,235,179,124,595
JPN,2020/10/21,40,237,165,128,570
JPN,2020/10/22,50,295,206,160,711
JPN,2020/10/23,47,279,194,151,671
JPN,2020/10/24,32,192,134,104,462
JPN,2020/10/25,27,160,111,86,384
JPN,2020/10/26,43,253,177,137,610
JPN,2020/10/27,48,286,199,155,688
JPN,2020/10/28,62,323,237,165,787
JPN,2020/10/29,60,311,228,159,758
JPN,2020/10/30,67,349,256,179,851
JPN,2020/10/31,47,243,179,125,594
JPN,2020/11/1,37,193,142,99,471
JPN,2020/11/2,67,347,255,178,847
JPN,2020/11/3,47,245,180,125,597
JPN,2020/11/4,78,359,257,199,893
JPN,2020/11/5,85,391,280,217,973
JPN,2020/11/6,97,444,318,246,1105
JPN,2020/11/7,71,325,233,180,809
JPN,2020/11/8,58,264,190,147,659
JPN,2020/11/9,96,439,315,244,1094
JPN,2020/11/10,115,527,378,293,1313
JPN,2020/11/11,124,547,432,327,1430
JPN,2020/11/12,128,567,448,339,1482
JPN,2020/11/13,131,578,456,346,1511
JPN,2020/11/14,108,478,377,286,1249
JPN,2020/11/15,72,317,250,190,829
JPN,2020/11/16,129,567,448,340,1484
JPN,2020/11/17,164,724,571,433,1892
JPN,2020/11/18,146,689,604,453,1892
JPN,2020/11/19,149,702,616,462,1929
JPN,2020/11/20,159,751,659,494,2063
JPN,2020/11/21,132,623,546,410,1711
JPN,2020/11/22,93,439,385,289,1206
JPN,2020/11/23,75,352,309,232,968
JPN,2020/11/24,118,558,490,367,1533
JPN,2020/11/25,180,675,565,498,1918
JPN,2020/11/26,180,677,566,500,1923
JPN,2020/11/27,192,722,604,533,2051
JPN,2020/11/28,147,554,463,409,1573
JPN,2020/11/29,102,385,322,284,1093
JPN,2020/11/30,145,543,454,401,1543
JPN,2020/12/1,174,652,546,482,1854
JPN,2020/12/2,179,657,557,512,1905
JPN,2020/12/3,174,637,539,496,1846
JPN,2020/12/4,179,658,557,512,1906
JPN,2020/12/5,144,529,448,412,1533
JPN,2020/12/6,108,396,335,308,1147
JPN,2020/12/7,154,565,478,440,1637
JPN,2020/12/8,200,733,621,571,2125
JPN,2020/12/9,259,829,680,577,2345
JPN,2020/12/10,245,784,644,546,2219
JPN,2020/12/11,265,846,695,589,2395
JPN,2020/12/12,208,666,547,463,1884
JPN,2020/12/13,144,462,379,321,1306
JPN,2020/12/14,212,678,557,472,1919
JPN,2020/12/15,261,833,684,580,2358
JPN,2020/12/16,276,1063,849,729,2917
JPN,2020/12/17,243,938,749,644,2574
JPN,2020/12/18,262,1009,806,692,2769
JPN,2020/12/19,205,791,632,543,2171
JPN,2020/12/20,155,598,478,410,1641
JPN,2020/12/21,229,884,706,607,2426
JPN,2020/12/22,280,1079,862,741,2962
JPN,2020/12/23,284,1214,971,852,3321
JPN,2020/12/24,292,1250,999,877,3418
JPN,2020/12/25,295,1262,1009,886,3452
JPN,2020/12/26,223,953,762,668,2606
JPN,2020/12/27,182,777,621,545,2125
JPN,2020/12/28,275,1177,941,826,3219
JPN,2020/12/29,294,1257,1005,882,3438
JPN,2020/12/30,337,1550,1145,889,3921
JPN,2020/12/31,242,1113,822,638,2815
JPN,2021/1/1,228,1047,773,600,2648
JPN,2021/1/2,234,1074,794,616,2718
JPN,2021/1/3,248,1142,843,655,2888
JPN,2021/1/4,368,1691,1249,969,4277
JPN,2021/1/5,451,2071,1529,1187,5238
JPN,2021/1/6,744,3038,2031,1459,7272
JPN,2021/1/7,774,3159,2112,1517,7562
JPN,2021/1/8,762,3111,2080,1494,7447
JPN,2021/1/9,595,2430,1625,1167,5817
JPN,2021/1/10,477,1946,1301,935,4659
JPN,2021/1/11,448,1827,1221,877,4373
JPN,2021/1/12,575,2348,1570,1128,5621
JPN,2021/1/13,702,2342,1819,1528,6391
JPN,2021/1/14,755,2518,1956,1643,6872
JPN,2021/1/15,741,2471,1920,1612,6744
JPN,2021/1/16,608,2028,1575,1323,5534
JPN,2021/1/17,520,1736,1349,1133,4738
JPN,2021/1/18,561,1872,1455,1222,5110
JPN,2021/1/19,584,1950,1514,1272,5320
JPN,2021/1/20,671,1753,1591,1699,5714
JPN,2021/1/21,601,1569,1424,1521,5115
JPN,2021/1/22,559,1459,1324,1414,4756
JPN,2021/1/23,474,1237,1123,1199,4033
JPN,2021/1/24,326,852,773,826,2777
JPN,2021/1/25,458,1195,1085,1158,3896
JPN,2021/1/26,470,1228,1115,1190,4003
JPN,2021/1/27,449,1230,1151,1365,4195
JPN,2021/1/28,383,1051,983,1166,3583
JPN,2021/1/29,363,996,932,1105,3396
JPN,2021/1/30,291,798,746,885,2720
JPN,2021/1/31,194,531,497,589,1811
JPN,2021/2/1,253,693,648,769,2363
JPN,2021/2/2,286,785,734,871,2676
JPN,2021/2/3,264,796,660,884,2604
JPN,2021/2/4,243,732,607,813,2395
JPN,2021/2/5,233,703,583,781,2300
JPN,2021/2/6,167,503,417,559,1646
JPN,2021/2/7,125,376,312,418,1231
JPN,2021/2/8,161,484,402,538,1585
JPN,2021/2/9,192,578,479,642,1891
JPN,2021/2/10,166,515,456,591,1728
JPN,2021/2/11,127,393,348,451,1319
JPN,2021/2/12,133,411,365,472,1381
JPN,2021/2/13,133,413,366,474,1386
JPN,2021/2/14,94,291,258,334,977
JPN,2021/2/15,128,396,351,455,1330
JPN,2021/2/16,141,438,388,503,1470
JPN,2021/2/17,148,488,399,532,1567
JPN,2021/2/18,125,412,337,448,1322
JPN,2021/2/19,118,390,319,425,1252
JPN,2021/2/20,99,326,267,355,1047
JPN,2021/2/21,71,235,192,256,754
JPN,2021/2/22,104,342,280,373,1099
JPN,2021/2/23,88,291,238,317,934
JPN,2021/2/24,95,301,246,341,983
JPN,2021/2/25,94,297,242,336,969
JPN,2021/2/26,108,342,280,387,1117
JPN,2021/2/27,89,280,229,317,915
JPN,2021/2/28,61,192,157,218,628
JPN,2021/3/1,79,250,204,283,816
JPN,2021/3/2,110,349,285,395,1139
JPN,2021/3/3,103,351,301,367,1122
JPN,2021/3/4,101,344,294,359,1098
JPN,2021/3/5,92,313,268,328,1001
JPN,2021/3/6,94,319,274,334,1021
JPN,2021/3/7,53,179,154,188,574
JPN,2021/3/8,99,338,289,353,1079
JPN,2021/3/9,115,393,337,411,1256
JPN,2021/3/10,125,426,327,370,1248
JPN,2021/3/11,121,412,316,358,1207
JPN,2021/3/12,125,426,327,371,1249
JPN,2021/3/13,93,318,244,277,932
JPN,2021/3/14,65,223,171,194,653
JPN,2021/3/15,108,367,281,319,1075
JPN,2021/3/16,144,492,378,428,1442
JPN,2021/3/17,162,489,360,364,1375
JPN,2021/3/18,158,479,352,357,1346
JPN,2021/3/19,165,498,367,372,1402
JPN,2021/3/20,121,365,268,272,1026
JPN,2021/3/21,88,266,196,199,749
JPN,2021/3/22,162,488,359,364,1373
JPN,2021/3/23,209,632,465,471,1777
JPN,2021/3/24,192,630,467,418,1707
JPN,2021/3/25,203,668,495,443,1809
JPN,2021/3/26,207,679,504,451,1841
JPN,2021/3/27,177,580,430,385,1572
JPN,2021/3/28,134,440,326,292,1192
JPN,2021/3/29,208,683,507,454,1852
JPN,2021/3/30,283,931,690,618,2522
JPN,2021/3/31,255,964,622,457,2298
MYS,2020/2/1,0,0,0,0,0
MYS,2020/2/2,0,0,0,0,0
MYS,2020/2/3,0,0,0,0,0
MYS,2020/2/4,0,0,1,1,2
MYS,2020/2/5,1,0,1,0,2
MYS,2020/2/6,0,1,1,0,2
MYS,2020/2/7,0,0,1,0,1
MYS,2020/2/8,0,0,0,1,1
MYS,2020/2/9,0,0,0,1,1
MYS,2020/2/10,0,1,0,0,1
MYS,2020/2/11,0,0,0,0,0
MYS,2020/2/12,0,0,0,0,0
MYS,2020/2/13,0,0,0,0,0
MYS,2020/2/14,0,1,0,0,1
MYS,2020/2/15,0,2,0,1,3
MYS,2020/2/16,0,0,0,0,0
MYS,2020/2/17,0,0,0,0,0
MYS,2020/2/18,0,0,0,0,0
MYS,2020/2/19,0,0,0,0,0
MYS,2020/2/20,0,0,0,0,0
MYS,2020/2/21,0,0,0,0,0
MYS,2020/2/22,0,0,0,0,0
MYS,2020/2/23,0,0,0,0,0
MYS,2020/2/24,0,0,0,0,0
MYS,2020/2/25,0,0,0,0,0
MYS,2020/2/26,0,0,0,0,0
MYS,2020/2/27,0,0,1,0,1
MYS,2020/2/28,0,0,2,0,2
MYS,2020/2/29,0,0,0,0,0
MYS,2020/3/1,0,2,2,0,4
MYS,2020/3/2,0,0,0,0,0
MYS,2020/3/3,0,1,6,0,7
MYS,2020/3/4,0,3,7,4,14
MYS,2020/3/5,1,1,2,1,5
MYS,2020/3/6,2,10,13,3,28
MYS,2020/3/7,1,1,6,2,10
MYS,2020/3/8,1,4,1,0,6
MYS,2020/3/9,1,2,10,5,18
MYS,2020/3/10,0,9,2,1,12
MYS,2020/3/11,2,6,4,8,20
MYS,2020/3/12,0,2,4,3,9
MYS,2020/3/13,0,18,13,8,39
